Total Nacional;Municipios;Sexo;Unidades de medida;Total
Total Nacional;28130 San Fernando de Henares;Ambos sexos;Personas;39.286
Total Nacional;28130 San Fernando de Henares;Hombres;Personas;19.133
Total Nacional;28130 San Fernando de Henares;Mujeres;Personas;20.153
Total Nacional;28131 San Lorenzo de El Escorial;Ambos sexos;Personas;18.432
Total Nacional;28131 San Lorenzo de El Escorial;Hombres;Personas;8.839
Total Nacional;28131 San Lorenzo de El Escorial;Mujeres;Personas;9.593
Total Nacional;28132 San Martín de la Vega;Ambos sexos;Personas;19.788
Total Nacional;28132 San Martín de la Vega;Hombres;Personas;10.172
Total Nacional;28132 San Martín de la Vega;Mujeres;Personas;9.616
Total Nacional;28133 San Martín de Valdeiglesias;Ambos sexos;Personas;8.726
Total Nacional;28133 San Martín de Valdeiglesias;Hombres;Personas;4.342
Total Nacional;28133 San Martín de Valdeiglesias;Mujeres;Personas;4.384
Total Nacional;28134 San Sebastián de los Reyes;Ambos sexos;Personas;90.958
Total Nacional;28134 San Sebastián de los Reyes;Hombres;Personas;44.243
Total Nacional;28134 San Sebastián de los Reyes;Mujeres;Personas;46.715
Total Nacional;28135 Santa María de la Alameda;Ambos sexos;Personas;1.420
Total Nacional;28135 Santa María de la Alameda;Hombres;Personas;765
Total Nacional;28135 Santa María de la Alameda;Mujeres;Personas;655
Total Nacional;28136 Santorcaz;Ambos sexos;Personas;924
Total Nacional;28136 Santorcaz;Hombres;Personas;472
Total Nacional;28136 Santorcaz;Mujeres;Personas;452
Total Nacional;28137 Santos de la Humosa, Los;Ambos sexos;Personas;2.742
Total Nacional;28137 Santos de la Humosa, Los;Hombres;Personas;1.407
Total Nacional;28137 Santos de la Humosa, Los;Mujeres;Personas;1.335
Total Nacional;28138 Serna del Monte, La;Ambos sexos;Personas;95
Total Nacional;28138 Serna del Monte, La;Hombres;Personas;52
Total Nacional;28138 Serna del Monte, La;Mujeres;Personas;43
Total Nacional;28140 Serranillos del Valle;Ambos sexos;Personas;4.436
Total Nacional;28140 Serranillos del Valle;Hombres;Personas;2.202
Total Nacional;28140 Serranillos del Valle;Mujeres;Personas;2.234
Total Nacional;28141 Sevilla la Nueva;Ambos sexos;Personas;9.387
Total Nacional;28141 Sevilla la Nueva;Hombres;Personas;4.616
Total Nacional;28141 Sevilla la Nueva;Mujeres;Personas;4.771
Total Nacional;28143 Somosierra;Ambos sexos;Personas;87
Total Nacional;28143 Somosierra;Hombres;Personas;49
Total Nacional;28143 Somosierra;Mujeres;Personas;38
Total Nacional;28144 Soto del Real;Ambos sexos;Personas;9.075
Total Nacional;28144 Soto del Real;Hombres;Personas;4.453
Total Nacional;28144 Soto del Real;Mujeres;Personas;4.622
Total Nacional;28145 Talamanca de Jarama;Ambos sexos;Personas;4.114
Total Nacional;28145 Talamanca de Jarama;Hombres;Personas;2.033
Total Nacional;28145 Talamanca de Jarama;Mujeres;Personas;2.081
Total Nacional;28146 Tielmes;Ambos sexos;Personas;2.768
Total Nacional;28146 Tielmes;Hombres;Personas;1.409
Total Nacional;28146 Tielmes;Mujeres;Personas;1.359
Total Nacional;28147 Titulcia;Ambos sexos;Personas;1.367
Total Nacional;28147 Titulcia;Hombres;Personas;701
Total Nacional;28147 Titulcia;Mujeres;Personas;666
Total Nacional;28148 Torrejón de Ardoz;Ambos sexos;Personas;133.377
Total Nacional;28148 Torrejón de Ardoz;Hombres;Personas;65.617
Total Nacional;28148 Torrejón de Ardoz;Mujeres;Personas;67.760
Total Nacional;28149 Torrejón de la Calzada;Ambos sexos;Personas;9.537
Total Nacional;28149 Torrejón de la Calzada;Hombres;Personas;4.738
Total Nacional;28149 Torrejón de la Calzada;Mujeres;Personas;4.799
Total Nacional;28150 Torrejón de Velasco;Ambos sexos;Personas;4.586
Total Nacional;28150 Torrejón de Velasco;Hombres;Personas;2.271
Total Nacional;28150 Torrejón de Velasco;Mujeres;Personas;2.315
Total Nacional;28151 Torrelaguna;Ambos sexos;Personas;4.902
Total Nacional;28151 Torrelaguna;Hombres;Personas;2.453
Total Nacional;28151 Torrelaguna;Mujeres;Personas;2.449
Total Nacional;28152 Torrelodones;Ambos sexos;Personas;24.057
Total Nacional;28152 Torrelodones;Hombres;Personas;11.625
Total Nacional;28152 Torrelodones;Mujeres;Personas;12.432
Total Nacional;28153 Torremocha de Jarama;Ambos sexos;Personas;1.065
Total Nacional;28153 Torremocha de Jarama;Hombres;Personas;542
Total Nacional;28153 Torremocha de Jarama;Mujeres;Personas;523
Total Nacional;28154 Torres de la Alameda;Ambos sexos;Personas;7.707
Total Nacional;28154 Torres de la Alameda;Hombres;Personas;3.934
Total Nacional;28154 Torres de la Alameda;Mujeres;Personas;3.773
Total Nacional;28903 Tres Cantos;Ambos sexos;Personas;48.726
Total Nacional;28903 Tres Cantos;Hombres;Personas;23.657
Total Nacional;28903 Tres Cantos;Mujeres;Personas;25.069
Total Nacional;28155 Valdaracete;Ambos sexos;Personas;614
Total Nacional;28155 Valdaracete;Hombres;Personas;320
Total Nacional;28155 Valdaracete;Mujeres;Personas;294
Total Nacional;28156 Valdeavero;Ambos sexos;Personas;1.670
Total Nacional;28156 Valdeavero;Hombres;Personas;859
Total Nacional;28156 Valdeavero;Mujeres;Personas;811
Total Nacional;28157 Valdelaguna;Ambos sexos;Personas;1.023
Total Nacional;28157 Valdelaguna;Hombres;Personas;514
Total Nacional;28157 Valdelaguna;Mujeres;Personas;509
Total Nacional;28158 Valdemanco;Ambos sexos;Personas;1.022
Total Nacional;28158 Valdemanco;Hombres;Personas;529
Total Nacional;28158 Valdemanco;Mujeres;Personas;493
Total Nacional;28159 Valdemaqueda;Ambos sexos;Personas;792
Total Nacional;28159 Valdemaqueda;Hombres;Personas;409
Total Nacional;28159 Valdemaqueda;Mujeres;Personas;383
Total Nacional;28160 Valdemorillo;Ambos sexos;Personas;13.254
Total Nacional;28160 Valdemorillo;Hombres;Personas;6.702
Total Nacional;28160 Valdemorillo;Mujeres;Personas;6.552
Total Nacional;28161 Valdemoro;Ambos sexos;Personas;77.931
Total Nacional;28161 Valdemoro;Hombres;Personas;38.357
Total Nacional;28161 Valdemoro;Mujeres;Personas;39.574
Total Nacional;28162 Valdeolmos-Alalpardo;Ambos sexos;Personas;4.306
Total Nacional;28162 Valdeolmos-Alalpardo;Hombres;Personas;2.216
Total Nacional;28162 Valdeolmos-Alalpardo;Mujeres;Personas;2.090
Total Nacional;28163 Valdepiélagos;Ambos sexos;Personas;619
Total Nacional;28163 Valdepiélagos;Hombres;Personas;320
Total Nacional;28163 Valdepiélagos;Mujeres;Personas;299
Total Nacional;28164 Valdetorres de Jarama;Ambos sexos;Personas;4.705
Total Nacional;28164 Valdetorres de Jarama;Hombres;Personas;2.352
Total Nacional;28164 Valdetorres de Jarama;Mujeres;Personas;2.353
Total Nacional;28165 Valdilecha;Ambos sexos;Personas;3.065
Total Nacional;28165 Valdilecha;Hombres;Personas;1.575
Total Nacional;28165 Valdilecha;Mujeres;Personas;1.490
Total Nacional;28166 Valverde de Alcalá;Ambos sexos;Personas;515
Total Nacional;28166 Valverde de Alcalá;Hombres;Personas;275
Total Nacional;28166 Valverde de Alcalá;Mujeres;Personas;240
Total Nacional;28167 Velilla de San Antonio;Ambos sexos;Personas;12.542
Total Nacional;28167 Velilla de San Antonio;Hombres;Personas;6.297
Total Nacional;28167 Velilla de San Antonio;Mujeres;Personas;6.245
Total Nacional;28168 Vellón, El;Ambos sexos;Personas;2.086
Total Nacional;28168 Vellón, El;Hombres;Personas;1.089
Total Nacional;28168 Vellón, El;Mujeres;Personas;997
Total Nacional;28169 Venturada;Ambos sexos;Personas;2.392
Total Nacional;28169 Venturada;Hombres;Personas;1.241
Total Nacional;28169 Venturada;Mujeres;Personas;1.151
Total Nacional;28171 Villa del Prado;Ambos sexos;Personas;6.775
Total Nacional;28171 Villa del Prado;Hombres;Personas;3.455
Total Nacional;28171 Villa del Prado;Mujeres;Personas;3.320
Total Nacional;28170 Villaconejos;Ambos sexos;Personas;3.438
Total Nacional;28170 Villaconejos;Hombres;Personas;1.756
Total Nacional;28170 Villaconejos;Mujeres;Personas;1.682
Total Nacional;28172 Villalbilla;Ambos sexos;Personas;15.046
Total Nacional;28172 Villalbilla;Hombres;Personas;7.602
Total Nacional;28172 Villalbilla;Mujeres;Personas;7.444
Total Nacional;28173 Villamanrique de Tajo;Ambos sexos;Personas;768
Total Nacional;28173 Villamanrique de Tajo;Hombres;Personas;398
Total Nacional;28173 Villamanrique de Tajo;Mujeres;Personas;370
Total Nacional;28174 Villamanta;Ambos sexos;Personas;2.648
Total Nacional;28174 Villamanta;Hombres;Personas;1.339
Total Nacional;28174 Villamanta;Mujeres;Personas;1.309
Total Nacional;28175 Villamantilla;Ambos sexos;Personas;1.515
Total Nacional;28175 Villamantilla;Hombres;Personas;745
Total Nacional;28175 Villamantilla;Mujeres;Personas;770
Total Nacional;28176 Villanueva de la Cañada;Ambos sexos;Personas;22.453
Total Nacional;28176 Villanueva de la Cañada;Hombres;Personas;10.957
Total Nacional;28176 Villanueva de la Cañada;Mujeres;Personas;11.496
Total Nacional;28178 Villanueva de Perales;Ambos sexos;Personas;1.608
Total Nacional;28178 Villanueva de Perales;Hombres;Personas;830
Total Nacional;28178 Villanueva de Perales;Mujeres;Personas;778
Total Nacional;28177 Villanueva del Pardillo;Ambos sexos;Personas;17.266
Total Nacional;28177 Villanueva del Pardillo;Hombres;Personas;8.382
Total Nacional;28177 Villanueva del Pardillo;Mujeres;Personas;8.884
Total Nacional;28179 Villar del Olmo;Ambos sexos;Personas;2.192
Total Nacional;28179 Villar del Olmo;Hombres;Personas;1.093
Total Nacional;28179 Villar del Olmo;Mujeres;Personas;1.099
Total Nacional;28180 Villarejo de Salvanés;Ambos sexos;Personas;7.546
Total Nacional;28180 Villarejo de Salvanés;Hombres;Personas;3.762
Total Nacional;28180 Villarejo de Salvanés;Mujeres;Personas;3.784
Total Nacional;28181 Villaviciosa de Odón;Ambos sexos;Personas;28.016
Total Nacional;28181 Villaviciosa de Odón;Hombres;Personas;13.552
Total Nacional;28181 Villaviciosa de Odón;Mujeres;Personas;14.464
Total Nacional;28182 Villavieja del Lozoya;Ambos sexos;Personas;280
Total Nacional;28182 Villavieja del Lozoya;Hombres;Personas;152
Total Nacional;28182 Villavieja del Lozoya;Mujeres;Personas;128
Total Nacional;28183 Zarzalejo;Ambos sexos;Personas;1.771
Total Nacional;28183 Zarzalejo;Hombres;Personas;910
Total Nacional;28183 Zarzalejo;Mujeres;Personas;861
Total Nacional;29001 Alameda;Ambos sexos;Personas;5.456
Total Nacional;29001 Alameda;Hombres;Personas;2.761
Total Nacional;29001 Alameda;Mujeres;Personas;2.695
Total Nacional;29002 Alcaucín;Ambos sexos;Personas;2.410
Total Nacional;29002 Alcaucín;Hombres;Personas;1.233
Total Nacional;29002 Alcaucín;Mujeres;Personas;1.177
Total Nacional;29003 Alfarnate;Ambos sexos;Personas;1.055
Total Nacional;29003 Alfarnate;Hombres;Personas;538
Total Nacional;29003 Alfarnate;Mujeres;Personas;517
Total Nacional;29004 Alfarnatejo;Ambos sexos;Personas;363
Total Nacional;29004 Alfarnatejo;Hombres;Personas;190
Total Nacional;29004 Alfarnatejo;Mujeres;Personas;173
Total Nacional;29005 Algarrobo;Ambos sexos;Personas;6.596
Total Nacional;29005 Algarrobo;Hombres;Personas;3.324
Total Nacional;29005 Algarrobo;Mujeres;Personas;3.272
Total Nacional;29006 Algatocín;Ambos sexos;Personas;823
Total Nacional;29006 Algatocín;Hombres;Personas;427
Total Nacional;29006 Algatocín;Mujeres;Personas;396
Total Nacional;29007 Alhaurín de la Torre;Ambos sexos;Personas;41.833
Total Nacional;29007 Alhaurín de la Torre;Hombres;Personas;20.786
Total Nacional;29007 Alhaurín de la Torre;Mujeres;Personas;21.047
Total Nacional;29008 Alhaurín el Grande;Ambos sexos;Personas;26.053
Total Nacional;29008 Alhaurín el Grande;Hombres;Personas;13.018
Total Nacional;29008 Alhaurín el Grande;Mujeres;Personas;13.035
Total Nacional;29009 Almáchar;Ambos sexos;Personas;1.845
Total Nacional;29009 Almáchar;Hombres;Personas;943
Total Nacional;29009 Almáchar;Mujeres;Personas;902
Total Nacional;29010 Almargen;Ambos sexos;Personas;1.960
Total Nacional;29010 Almargen;Hombres;Personas;996
Total Nacional;29010 Almargen;Mujeres;Personas;964
Total Nacional;29011 Almogía;Ambos sexos;Personas;3.853
Total Nacional;29011 Almogía;Hombres;Personas;2.004
Total Nacional;29011 Almogía;Mujeres;Personas;1.849
Total Nacional;29012 Álora;Ambos sexos;Personas;13.321
Total Nacional;29012 Álora;Hombres;Personas;6.751
Total Nacional;29012 Álora;Mujeres;Personas;6.570
Total Nacional;29013 Alozaina;Ambos sexos;Personas;2.093
Total Nacional;29013 Alozaina;Hombres;Personas;1.058
Total Nacional;29013 Alozaina;Mujeres;Personas;1.035
Total Nacional;29014 Alpandeire;Ambos sexos;Personas;260
Total Nacional;29014 Alpandeire;Hombres;Personas;128
Total Nacional;29014 Alpandeire;Mujeres;Personas;132
Total Nacional;29015 Antequera;Ambos sexos;Personas;41.472
Total Nacional;29015 Antequera;Hombres;Personas;20.295
Total Nacional;29015 Antequera;Mujeres;Personas;21.177
Total Nacional;29016 Árchez;Ambos sexos;Personas;398
Total Nacional;29016 Árchez;Hombres;Personas;208
Total Nacional;29016 Árchez;Mujeres;Personas;190
Total Nacional;29017 Archidona;Ambos sexos;Personas;8.097
Total Nacional;29017 Archidona;Hombres;Personas;4.117
Total Nacional;29017 Archidona;Mujeres;Personas;3.980
Total Nacional;29018 Ardales;Ambos sexos;Personas;2.508
Total Nacional;29018 Ardales;Hombres;Personas;1.274
Total Nacional;29018 Ardales;Mujeres;Personas;1.234
Total Nacional;29019 Arenas;Ambos sexos;Personas;1.242
Total Nacional;29019 Arenas;Hombres;Personas;641
Total Nacional;29019 Arenas;Mujeres;Personas;601
Total Nacional;29020 Arriate;Ambos sexos;Personas;4.117
Total Nacional;29020 Arriate;Hombres;Personas;2.023
Total Nacional;29020 Arriate;Mujeres;Personas;2.094
Total Nacional;29021 Atajate;Ambos sexos;Personas;186
Total Nacional;29021 Atajate;Hombres;Personas;102
Total Nacional;29021 Atajate;Mujeres;Personas;84
Total Nacional;29022 Benadalid;Ambos sexos;Personas;235
Total Nacional;29022 Benadalid;Hombres;Personas;117
Total Nacional;29022 Benadalid;Mujeres;Personas;118
Total Nacional;29023 Benahavís;Ambos sexos;Personas;7.958
Total Nacional;29023 Benahavís;Hombres;Personas;3.940
Total Nacional;29023 Benahavís;Mujeres;Personas;4.018
Total Nacional;29024 Benalauría;Ambos sexos;Personas;440
Total Nacional;29024 Benalauría;Hombres;Personas;231
Total Nacional;29024 Benalauría;Mujeres;Personas;209
Total Nacional;29025 Benalmádena;Ambos sexos;Personas;70.419
Total Nacional;29025 Benalmádena;Hombres;Personas;34.522
Total Nacional;29025 Benalmádena;Mujeres;Personas;35.897
Total Nacional;29026 Benamargosa;Ambos sexos;Personas;1.540
Total Nacional;29026 Benamargosa;Hombres;Personas;794
Total Nacional;29026 Benamargosa;Mujeres;Personas;746
Total Nacional;29027 Benamocarra;Ambos sexos;Personas;3.034
Total Nacional;29027 Benamocarra;Hombres;Personas;1.514
Total Nacional;29027 Benamocarra;Mujeres;Personas;1.520
Total Nacional;29028 Benaoján;Ambos sexos;Personas;1.475
Total Nacional;29028 Benaoján;Hombres;Personas;750
Total Nacional;29028 Benaoján;Mujeres;Personas;725
Total Nacional;29029 Benarrabá;Ambos sexos;Personas;441
Total Nacional;29029 Benarrabá;Hombres;Personas;235
Total Nacional;29029 Benarrabá;Mujeres;Personas;206
Total Nacional;29030 Borge, El;Ambos sexos;Personas;911
Total Nacional;29030 Borge, El;Hombres;Personas;463
Total Nacional;29030 Borge, El;Mujeres;Personas;448
Total Nacional;29031 Burgo, El;Ambos sexos;Personas;1.808
Total Nacional;29031 Burgo, El;Hombres;Personas;921
Total Nacional;29031 Burgo, El;Mujeres;Personas;887
Total Nacional;29032 Campillos;Ambos sexos;Personas;8.317
Total Nacional;29032 Campillos;Hombres;Personas;4.173
Total Nacional;29032 Campillos;Mujeres;Personas;4.144
Total Nacional;29033 Canillas de Aceituno;Ambos sexos;Personas;1.698
Total Nacional;29033 Canillas de Aceituno;Hombres;Personas;875
Total Nacional;29033 Canillas de Aceituno;Mujeres;Personas;823
Total Nacional;29034 Canillas de Albaida;Ambos sexos;Personas;832
Total Nacional;29034 Canillas de Albaida;Hombres;Personas;409
Total Nacional;29034 Canillas de Albaida;Mujeres;Personas;423
Total Nacional;29035 Cañete la Real;Ambos sexos;Personas;1.632
Total Nacional;29035 Cañete la Real;Hombres;Personas;810
Total Nacional;29035 Cañete la Real;Mujeres;Personas;822
Total Nacional;29036 Carratraca;Ambos sexos;Personas;723
Total Nacional;29036 Carratraca;Hombres;Personas;376
Total Nacional;29036 Carratraca;Mujeres;Personas;347
Total Nacional;29037 Cartajima;Ambos sexos;Personas;254
Total Nacional;29037 Cartajima;Hombres;Personas;136
Total Nacional;29037 Cartajima;Mujeres;Personas;118
Total Nacional;29038 Cártama;Ambos sexos;Personas;27.443
Total Nacional;29038 Cártama;Hombres;Personas;13.886
Total Nacional;29038 Cártama;Mujeres;Personas;13.557
Total Nacional;29039 Casabermeja;Ambos sexos;Personas;3.738
Total Nacional;29039 Casabermeja;Hombres;Personas;1.958
Total Nacional;29039 Casabermeja;Mujeres;Personas;1.780
Total Nacional;29040 Casarabonela;Ambos sexos;Personas;2.539
Total Nacional;29040 Casarabonela;Hombres;Personas;1.355
Total Nacional;29040 Casarabonela;Mujeres;Personas;1.184
Total Nacional;29041 Casares;Ambos sexos;Personas;7.321
Total Nacional;29041 Casares;Hombres;Personas;3.758
Total Nacional;29041 Casares;Mujeres;Personas;3.563
Total Nacional;29042 Coín;Ambos sexos;Personas;23.509
Total Nacional;29042 Coín;Hombres;Personas;11.785
Total Nacional;29042 Coín;Mujeres;Personas;11.724
Total Nacional;29043 Colmenar;Ambos sexos;Personas;3.438
Total Nacional;29043 Colmenar;Hombres;Personas;1.770
Total Nacional;29043 Colmenar;Mujeres;Personas;1.668
Total Nacional;29044 Comares;Ambos sexos;Personas;1.340
Total Nacional;29044 Comares;Hombres;Personas;731
Total Nacional;29044 Comares;Mujeres;Personas;609
Total Nacional;29045 Cómpeta;Ambos sexos;Personas;3.613
Total Nacional;29045 Cómpeta;Hombres;Personas;1.808
Total Nacional;29045 Cómpeta;Mujeres;Personas;1.805
Total Nacional;29046 Cortes de la Frontera;Ambos sexos;Personas;3.031
Total Nacional;29046 Cortes de la Frontera;Hombres;Personas;1.571
Total Nacional;29046 Cortes de la Frontera;Mujeres;Personas;1.460
Total Nacional;29047 Cuevas Bajas;Ambos sexos;Personas;1.362
Total Nacional;29047 Cuevas Bajas;Hombres;Personas;680
Total Nacional;29047 Cuevas Bajas;Mujeres;Personas;682
Total Nacional;29049 Cuevas de San Marcos;Ambos sexos;Personas;3.617
Total Nacional;29049 Cuevas de San Marcos;Hombres;Personas;1.815
Total Nacional;29049 Cuevas de San Marcos;Mujeres;Personas;1.802
Total Nacional;29048 Cuevas del Becerro;Ambos sexos;Personas;1.600
Total Nacional;29048 Cuevas del Becerro;Hombres;Personas;782
Total Nacional;29048 Cuevas del Becerro;Mujeres;Personas;818
Total Nacional;29050 Cútar;Ambos sexos;Personas;604
Total Nacional;29050 Cútar;Hombres;Personas;314
Total Nacional;29050 Cútar;Mujeres;Personas;290
Total Nacional;29051 Estepona;Ambos sexos;Personas;71.696
Total Nacional;29051 Estepona;Hombres;Personas;35.065
Total Nacional;29051 Estepona;Mujeres;Personas;36.631
Total Nacional;29052 Faraján;Ambos sexos;Personas;252
Total Nacional;29052 Faraján;Hombres;Personas;128
Total Nacional;29052 Faraján;Mujeres;Personas;124
Total Nacional;29053 Frigiliana;Ambos sexos;Personas;3.265
Total Nacional;29053 Frigiliana;Hombres;Personas;1.622
Total Nacional;29053 Frigiliana;Mujeres;Personas;1.643
Total Nacional;29054 Fuengirola;Ambos sexos;Personas;81.987
Total Nacional;29054 Fuengirola;Hombres;Personas;40.079
Total Nacional;29054 Fuengirola;Mujeres;Personas;41.908
Total Nacional;29055 Fuente de Piedra;Ambos sexos;Personas;2.785
Total Nacional;29055 Fuente de Piedra;Hombres;Personas;1.405
Total Nacional;29055 Fuente de Piedra;Mujeres;Personas;1.380
Total Nacional;29056 Gaucín;Ambos sexos;Personas;1.587
Total Nacional;29056 Gaucín;Hombres;Personas;823
Total Nacional;29056 Gaucín;Mujeres;Personas;764
Total Nacional;29057 Genalguacil;Ambos sexos;Personas;383
Total Nacional;29057 Genalguacil;Hombres;Personas;195
